"PLOT_GL","GREEN1","GREEN50","EMER1","EMER50","FLWR1","FLWR50"
"P2115",NA,75,"128","139",141,149
"P2116",NA,64,"113","115",128,135
"P2117",NA,71,"124","131",135,139
"P2118",NA,62,"113","121",128,139
"P2119",NA,69,"131","141",147,151
"P2120",NA,67,"139","145",147,151
"P2121",NA,64,"131","151",145,159
"P2122",NA,67,"133","135",145,147
"P2201",NA,69,"128","135",139,149
"P2202",NA,71,"128","139",139,141
"P2203",NA,62,"106","115",124,151
"P2204",NA,67,"113","119",131,145
"P2205",NA,71,"121","131",139,141
"P2206",NA,57,"117","121",128,131
"P2207",NA,64,"115","119",128,131
"P2208",NA,62,"106","115",128,131
"P2209",NA,64,"117","126",135,139
"P2210",NA,67,"131","139",141,153
"P2211",NA,59,"117","124",131,139
"P2212",NA,62,"133","135",145,151
"P2213",NA,62,"115","128",131,145
"P2214",NA,62,"113","117",131,139
"P2215",NA,69,"115","117",128,131
"P2216",NA,62,"117","124",131,141
"P2217",NA,67,"131","135",141,149
"P2218",NA,73,"149","153",170,172
"P2219",NA,69,"119","128",131,139
"P2220",NA,67,"113","117",131,141
"P2221",NA,73,"124","131",135,141
"P2301",NA,69,"131","141",145,149
"P2302",NA,64,"113","117",128,145
"P2303",NA,69,"117","124",139,141
"P2304",NA,67,"151","159",162,170
"P2305",NA,71,"135","141",147,151
"P2306",NA,62,"131","135",141,153
"P2307",NA,69,"121","131",135,139
"P2308",NA,64,"124","139",147,153
"P2309",NA,73,"128","135",139,151
"P2310",NA,64,"128","135",139,145
"P2311",NA,73,"153","162",181,193
"P2312",NA,67,"115","121",128,139
"P2313",NA,71,"119","139",141,151
"P2314",NA,69,"100","139",117,145
"P2315",NA,62,"131","133",139,149
"P2316",NA,67,"115","121",128,141
"P2317",NA,67,"139","141",149,151
"P2318",NA,53,"92","103",111,115
"P2319",NA,57,"124","128",135,139
"P2320",NA,53,"103","119",135,141
"P2321",NA,69,"117","124",139,151
"P2322",NA,57,"119","131",133,135
"P2401",NA,62,"135","139",145,151
"P2402",NA,69,"117","124",128,141
"P2403",NA,69,"119","131",139,145
"P2404",NA,69,"135","141",149,151
"P2405",NA,64,"92","106",115,124
"P2406",NA,69,"131","135",141,151
"P2407",NA,69,"153","159",168,193
"P2408",NA,69,"106","115",145,151
"P2409",NA,69,"119","124",139,141
